timestamp,cpu_avg,cpu_max,ram_avg,ram_max,bytes_sent_avg,bytes_recv_avg,unique_dst_ips_count,unique_dst_ports_count,active_connections_max,process_count_avg,disk_read_bytes_total,disk_write_bytes_total,top_cpu_processes,top_ram_processes,failed_logins,successful_logins,process_creations,service_installations,unique_users_count,unique_processes_count
2026-07-25T10:06:40.015820,31.916666666666668,34.5,86.21666666666665,86.3,195.82106461474916,277.02816099859945,6,3,49,213,8588288,6414336,"('svchost.exe', 0.1)","('SearchHost.exe', 1.0742354981122781)",0,0,0,0,0,0
2026-07-25T10:07:51.721748,32.68333333333333,40.5,83.73333333333333,86.2,158.2134296855319,150.7344430217642,5,3,49,212,2011648,19222016,"('svchost.exe', 0.1)","('SearchHost.exe', 1.074527000667055)",0,0,0,0,0,0
2026-07-25T10:09:03.509845,32.78333333333333,33.6,83.43333333333334,83.6,230.67207427611268,162.88058960270936,5,3,49,212,77824,26048512,"('msedge.exe', 0.3)","('SearchHost.exe', 1.0741869143531484)",0,0,0,0,0,0
2026-07-25T10:10:15.361412,34.5,37.0,83.86666666666667,83.9,230.90285747396402,455.46455664699494,7,3,52,212,2172928,12657664,"('Notion.exe', 0.4)","('SearchHost.exe', 1.074624168185314)",0,0,0,0,0,0
2026-07-25T10:11:27.053507,33.800000000000004,39.6,84.38333333333333,84.6,231.58236670783617,265.91084189237193,7,3,53,214,278528,12510720,"('conhost.exe', 0.1)","('SearchHost.exe', 1.074332665630537)",0,0,0,0,0,0
2026-07-25T10:12:27.141574,32.019999999999996,34.2,84.6,84.7,300.29151877604585,732.5471344184734,7,3,55,213,2411008,12729856,"('System', 0.4)","('SearchHost.exe', 1.0742354981122781)",0,1,0,0,1,0
2026-07-25T10:13:27.251488,32.4,34.5,84.7,84.7,281.4229726461609,263.6314048404679,7,3,52,214,1779200,13777408,"('MsMpEng.exe', 0.3)","('SearchHost.exe', 1.0742354981122781)",0,1,0,0,1,0
2026-07-25T10:14:27.268664,33.0,35.1,84.7,84.7,225.39985023656322,425.8566377728782,6,3,51,214,438272,11164672,"('System', 0.1)","('SearchHost.exe', 1.0738954117983714)",0,0,0,0,0,0
2026-07-25T10:15:27.573531,35.44,39.9,84.97999999999999,85.1,114.02828535996873,110.83083541048249,5,3,50,215,140800,11985408,"('MsMpEng.exe', 0.3)","('SearchHost.exe', 1.074332665630537)",0,0,0,0,0,0
2026-07-25T10:16:27.858194,33.160000000000004,37.4,85.25999999999999,85.3,207.04463919327253,174.21522882161173,5,3,51,214,12288,10869760,"('MpDefenderCoreService.exe', 0.1)","('SearchHost.exe', 1.0736039092435945)",0,0,0,0,0,0
