timestamp,cpu_avg,cpu_max,ram_avg,ram_max,bytes_sent_avg,bytes_recv_avg,unique_dst_ips_count,unique_dst_ports_count,active_connections_max,process_count_avg,disk_read_bytes_total,disk_write_bytes_total,top_cpu_processes,top_ram_processes,failed_logins,successful_logins,process_creations,service_installations,unique_users_count,unique_processes_count
2026-07-25T16:07:50.881429,30.583333333333332,32.6,75.5,75.5,114.4322333347673,391.9778329614537,9,6,70,207,319488,7430144,"('MsMpEng.exe', 0.1)","('msedge.exe', 0.6814843893094353)",0,0,0,0,0,0
2026-07-25T16:09:02.096237,31.2,36.7,75.71666666666667,75.8,56.33376961650186,333.18645986746714,9,6,70,207,9511936,20203008,"('powershell.exe', 0.1)","('msedge.exe', 0.6858569276310899)",0,0,0,0,0,0
2026-07-25T16:10:13.412031,30.916666666666668,33.8,75.85000000000001,75.9,22.420689113413776,388.21078867249156,9,6,65,207,20480,10040832,"('app.exe', 0.3)","('msedge.exe', 0.6814358055503058)",0,0,0,0,0,0
2026-07-25T16:11:24.615937,32.0,35.0,76.0,76.0,31.29020977613787,542.8926864116085,4,5,65,207,495616,9998848,"('msedge.exe', 0.1)","('msedge.exe', 0.6858569276310899)",0,0,0,0,0,0
2026-07-25T16:12:36.202514,32.016666666666666,35.8,76.03333333333333,76.3,642.2588092933333,9643.325473754201,5,5,66,212,6434304,14894592,"('app.exe', 0.4)","('msedge.exe', 0.6812414705137878)",0,2,0,0,1,0
2026-07-25T16:13:47.252987,30.683333333333334,32.9,76.31666666666666,76.5,391.0985241312519,431.7113900257879,5,5,66,210,688128,14344192,"('Registry', 0.0)","('msedge.exe', 0.6812900542729173)",0,1,0,0,1,0
2026-07-25T16:14:58.434822,31.25,33.6,76.68333333333334,76.9,542.1949807602348,787.0554161462792,6,5,67,211,868352,16575488,"('openvpn.exe', 0.3)","('msedge.exe', 0.6806584654042338)",0,0,0,0,0,0
2026-07-25T16:16:09.516186,32.53333333333333,35.9,76.55,77.0,38.04838439075814,306.50248949190205,6,5,66,209,853504,12314624,"('MsMpEng.exe', 0.3)","('msedge.exe', 0.680172627812939)",0,0,0,0,0,0
2026-07-25T16:17:20.615115,31.633333333333336,36.5,75.38333333333334,75.6,27.14813099960091,337.0550135384398,4,5,65,210,2199552,13505536,"('msedge.exe', 0.1)","('msedge.exe', 0.6802212115720684)",0,0,0,0,0,0
2026-07-25T16:18:31.825543,30.483333333333334,32.1,75.31666666666666,75.4,23.284914195592847,412.1594331197816,4,5,65,208,131072,14160384,"('MsMpEng.exe', 0.1)","('msedge.exe', 0.6848852524485)",0,0,0,0,0,0
2026-07-25T16:19:42.955112,30.583333333333332,32.4,75.3,75.3,26.92087504041294,395.572226110209,4,5,65,208,0,10600960,"('csrss.exe', 0.1)","('msedge.exe', 0.6848852524485)",0,0,0,0,0,0
