timestamp,cpu_avg,cpu_max,ram_avg,ram_max,bytes_sent_avg,bytes_recv_avg,unique_dst_ips_count,unique_dst_ports_count,active_connections_max,process_count_avg,disk_read_bytes_total,disk_write_bytes_total,top_cpu_processes,top_ram_processes,failed_logins,successful_logins,process_creations,service_installations,unique_users_count,unique_processes_count
2026-07-26T12:14:35.110857,0.2,0.2,87.3,87.3,0.5858933539169222,0.13508408569532,4,6,67,221,176690688,56567808,"('csrss.exe', 0.0)","('Notepad.exe', 1.1279205519503708)",0,1294,11,0,7,1
2026-07-26T12:16:44.347202,12.5,12.5,87.7,87.7,41.177078431126745,10.011649920742055,4,6,72,230,214979072,27861504,"('svchost.exe', 0.5)","('WindowsTerminal.exe', 1.0047607225570991)",0,1296,11,0,7,1
2026-07-26T12:17:45.192447,90.25,100.0,92.2,93.1,10624.463751066613,40714.25919235495,39,6,109,231,1038371840,264456704,"('MoUsoCoreWorker.exe', 7.6)","('dwm.exe', 1.3525718541651586)",0,5186,44,0,7,1
2026-07-26T12:18:47.818580,65.76,84.2,92.14,95.0,2998.7731314821694,2142.6389481553315,45,7,118,223,423472640,149215744,"('WindowsTerminal.exe', 1.1)","('Notepad.exe', 1.1290379784103493)",0,6460,55,0,7,1
2026-07-26T12:19:58.722141,34.63333333333333,40.7,90.03333333333335,90.5,875.3076327218896,1186.7195570162955,40,6,94,218,32200704,20253184,"('msedge.exe', 0.4)","('Notepad.exe', 1.2011362769585205)",0,7719,66,0,7,1
2026-07-26T12:21:09.500050,31.933333333333334,34.4,91.14999999999999,91.2,629.4251433791386,919.547805546132,26,6,97,217,3240960,19334144,"('msedge.exe', 0.5)","('Notepad.exe', 1.2006504393672257)",0,7683,66,0,7,1
2026-07-26T12:22:19.904530,32.416666666666664,33.3,90.51666666666667,90.8,623.2204239909842,828.7672790058054,25,6,79,215,12468224,14208512,"('msedge.exe', 0.4)","('Notepad.exe', 1.2004561043307076)",0,7647,66,0,7,1
2026-07-26T12:23:30.403986,32.949999999999996,35.8,89.88333333333333,90.0,690.8909572003173,902.2275858188956,12,6,79,214,12912640,17020928,"('Telegram.exe', 0.5)","('Notepad.exe', 1.2004561043307076)",0,7612,66,0,7,1
2026-07-26T12:24:41.301892,33.68333333333333,36.2,87.48333333333333,88.2,803.4563485431705,2909.588459879307,14,6,85,211,9195520,32971264,"('svchost.exe', 0.3)","('WindowsTerminal.exe', 0.9886794982852363)",0,7581,66,0,7,1
2026-07-26T12:25:51.914695,31.066666666666666,32.6,87.3,87.3,673.729087094133,991.21212311824,14,6,88,212,8285696,16731648,"('MsMpEng.exe', 0.3)","('WindowsTerminal.exe', 0.9886794982852363)",0,7551,66,0,7,1
2026-07-26T12:27:02.637724,31.683333333333334,33.2,87.33333333333333,87.4,632.0693001109499,917.6812760138523,14,6,80,212,3336192,14770176,"('msedge.exe', 0.4)","('WindowsTerminal.exe', 0.9886794982852363)",0,7515,66,0,7,1
