timestamp,cpu_avg,cpu_max,ram_avg,ram_max,bytes_sent_avg,bytes_recv_avg,unique_dst_ips_count,unique_dst_ports_count,active_connections_max,process_count_avg,disk_read_bytes_total,disk_write_bytes_total,top_cpu_processes,top_ram_processes,failed_logins,successful_logins,process_creations,service_installations,unique_users_count,unique_processes_count
2026-07-24T22:04:43.234049,12.916666666666666,25.0,87.71666666666665,88.9,385.7050397052278,377.8267109649707,11,4,54,185,29091840,5252608,"('Notion.exe', 0.5)","('TextInputHost.exe', 1.210172856156607)",0,10620,183,0,7,1
2026-07-24T22:05:44.573097,20.82,33.4,87.76,88.0,2617.9021615779075,1586.968122066241,12,4,58,186,3301376,20579328,"('Notion.exe', 0.3)","('TextInputHost.exe', 1.2103186074339953)",0,8850,125,0,7,1
2026-07-24T22:06:54.838026,9.25,17.7,87.05,87.7,432.45235627152493,208.30828846187765,12,4,56,186,118784,12735488,"('Notion.exe', 0.3)","('TextInputHost.exe', 1.2104157749522544)",0,10605,132,0,7,1
2026-07-24T22:08:04.975244,8.333333333333334,10.5,86.86666666666667,86.9,124.59901271972119,143.84972103351052,11,3,57,186,1789952,42266112,"('powershell.exe', 0.3)","('TextInputHost.exe', 1.2095898510470529)",0,10569,132,0,7,1
2026-07-24T22:09:14.887330,7.166666666666667,9.3,85.98333333333333,86.9,164.77778063165678,208.92130712834305,10,3,56,185,262144,17759744,"('Notion.exe', 0.3)","('TextInputHost.exe', 1.2004561043307076)",0,10533,132,0,7,1
2026-07-24T22:10:25.634556,9.366666666666667,19.5,84.26666666666667,85.2,135.0638578456747,146.17708880993996,8,3,54,187,39319040,21334016,"('python.exe', 0.5)","('TextInputHost.exe', 1.1846177988544921)",0,10499,132,0,7,1
2026-07-24T22:11:35.536112,6.183333333333334,8.3,80.3,80.4,124.71578967044229,138.11297929599925,7,3,54,186,982016,15070720,"('RuntimeBroker.exe', 0.1)","('TextInputHost.exe', 1.185880976591859)",0,10473,132,0,7,1
2026-07-24T22:12:45.532261,9.083333333333334,17.7,81.03333333333333,81.6,169.72451840352156,367.39402176817595,8,3,53,186,194595328,17340928,"('explorer.exe', 0.1)","('TextInputHost.exe', 1.1874356568840028)",0,10440,132,0,7,1
2026-07-24T22:13:55.387425,6.833333333333333,8.8,81.64999999999999,82.0,332.19616541346085,292.6184878735535,12,4,57,186,12861440,27772928,"('Notion.exe', 0.3)","('TextInputHost.exe', 1.1873870731248732)",0,10407,132,0,7,1
2026-07-24T22:15:05.224031,6.883333333333333,12.0,81.66666666666667,81.7,111.52471304915828,309.2004972707528,13,4,60,186,1458688,17114112,"('explorer.exe', 0.1)","('TextInputHost.exe', 1.1869984030518375)",0,10371,132,0,7,1
2026-07-24T22:16:15.137804,6.533333333333334,11.0,82.13333333333333,82.3,200.44130769729634,148.4519311684236,13,4,57,187,3675648,23853568,"('svchost.exe', 0.3)","('TextInputHost.exe', 1.186658316737931)",0,10335,132,0,7,1
2026-07-24T22:17:25.221769,6.8500000000000005,8.9,82.48333333333333,82.6,205.96617969880265,203.33348402731914,7,3,52,187,8185856,13356032,"('svchost.exe', 0.1)","('TextInputHost.exe', 1.1871441543292258)",0,10305,132,0,7,1
2026-07-24T22:18:35.155206,6.433333333333334,8.9,82.4,82.4,98.86327951633511,136.81983628729583,7,3,52,187,737280,14130176,"('powershell.exe', 0.3)","('TextInputHost.exe', 1.1868040680153193)",0,10279,122,0,7,1
2026-07-24T22:19:45.061177,6.1499999999999995,10.4,82.6,82.6,122.70139852736311,148.23632465266937,7,3,52,187,135168,10230784,"('svchost.exe', 0.1)","('TextInputHost.exe', 1.1867069004970605)",0,10278,87,0,7,1
2026-07-24T22:20:55.163070,8.166666666666666,15.3,83.51666666666667,84.0,324.86100849464304,1379.5874457257987,10,3,52,193,101942784,15552512,"('dwm.exe', 0.3)","('TextInputHost.exe', 1.1867069004970605)",0,10277,66,0,7,1
2026-07-24T22:22:05.048746,7.433333333333334,14.4,83.53333333333333,84.8,177.7623350732872,190.37113437463188,9,3,52,191,266240,28041728,"('svchost.exe', 0.1)","('StartMenuExperienceHost.exe', 1.170771427502586)",0,10251,66,0,7,1
2026-07-24T22:23:14.904940,5.933333333333334,8.8,82.63333333333333,82.7,136.64673967190075,131.75114614531842,9,3,51,191,135168,12392960,"('Notion.exe', 0.3)","('StartMenuExperienceHost.exe', 1.1705285087069384)",0,10215,66,0,7,1
2026-07-24T22:24:25.000132,5.883333333333333,8.5,82.48333333333333,82.5,148.7159599095407,176.2033384477426,9,3,52,188,516096,11488256,"('SearchProtocolHost.exe', 0.1)","('StartMenuExperienceHost.exe', 1.1705285087069384)",0,10179,66,0,7,1
2026-07-24T22:25:34.825918,6.616666666666667,8.9,80.95,82.4,171.32819848620167,232.0826134707762,7,3,52,188,397312,11274752,"('RuntimeBroker.exe', 0.1)","('StartMenuExperienceHost.exe', 1.1683908233052405)",0,10143,66,0,7,1
2026-07-24T22:26:44.646239,6.166666666666667,10.2,79.11666666666666,79.2,191.67135442287778,138.02365533977812,7,3,52,188,327680,14818304,"('svchost.exe', 0.3)","('StartMenuExperienceHost.exe', 1.1688766608965355)",0,10107,66,0,7,1
2026-07-24T22:27:54.834768,6.116666666666667,9.3,79.55,79.7,110.02350138800853,105.85621888010472,7,3,52,188,1035776,11351040,"('MsMpEng.exe', 0.1)","('StartMenuExperienceHost.exe', 1.1688766608965355)",0,10071,66,0,7,1
2026-07-24T22:29:04.721813,6.566666666666666,12.3,80.56666666666666,80.8,245.89713802705975,329.9222914882991,8,3,54,188,2502656,11025408,"('Notion.exe', 0.3)","('StartMenuExperienceHost.exe', 1.1688766608965355)",0,10035,66,0,7,1
2026-07-24T22:30:15.067761,16.23333333333333,42.8,83.85000000000001,87.0,2112.1616481743945,3164.549639660885,22,3,71,195,540643328,25183744,"('dwm.exe', 3.1)","('dwm.exe', 1.5153274472489688)",0,10009,66,0,7,1
2026-07-24T22:31:24.893186,7.033333333333334,9.1,86.16666666666667,86.3,140.7452328880549,180.19871182504698,21,3,71,195,2961408,18881024,"('powershell.exe', 0.1)","('dwm.exe', 1.4413829658538766)",0,9981,66,0,7,1
2026-07-24T22:32:34.477112,6.183333333333334,7.6,85.96666666666665,86.1,154.8898571518593,183.48466110886966,21,3,56,193,667648,13005824,"('svchost.exe', 0.1)","('msedge.exe', 1.404362141397201)",0,9945,66,0,7,1
