timestamp,cpu_avg,cpu_max,ram_avg,ram_max,bytes_sent_avg,bytes_recv_avg,unique_dst_ips_count,unique_dst_ports_count,active_connections_max,process_count_avg,disk_read_bytes_total,disk_write_bytes_total,top_cpu_processes,top_ram_processes,failed_logins,successful_logins,process_creations,service_installations,unique_users_count,unique_processes_count
2026-07-25T22:08:39.648180,33.5,36.2,77.11666666666666,77.4,154.58062487001374,1213.6220895309148,8,6,67,208,309760,11486208,"('csrss.exe', 0.3)","('msedge.exe', 0.89005446725236)",0,0,0,0,0,0
2026-07-25T22:09:51.397436,33.949999999999996,37.9,76.8,76.8,602.4787238253422,1587.1199163971257,8,6,66,207,6351360,18475520,"('svchost.exe', 0.3)","('msedge.exe', 0.8900058834932306)",0,0,0,0,0,0
2026-07-25T22:10:52.290694,37.760000000000005,40.4,76.92,77.0,414.64448714799073,3144.331628023122,7,6,65,207,610304,12831232,"('System', 2.6)","('msedge.exe', 0.8901030510114896)",0,0,0,0,0,0
2026-07-25T22:11:55.866624,37.260000000000005,42.6,77.66,77.8,232.8257394981794,1282.3398029058415,5,6,65,207,2478592,14823936,"('msedge.exe', 0.2)","('msedge.exe', 0.8905888886027845)",0,0,0,0,0,0
2026-07-25T22:12:58.731551,38.12,43.6,79.2,80.3,314.0978145711073,1928.8273984593511,6,6,64,211,26057216,13910016,"('csrss.exe', 0.4)","('StartMenuExperienceHost.exe', 0.891706315062763)",0,2,0,0,1,0
2026-07-25T22:14:01.484221,35.82,39.5,80.44,80.6,728.1642787376471,1527.660642785679,6,6,65,211,3490816,16575488,"('csrss.exe', 0.2)","('StartMenuExperienceHost.exe', 0.8915605637853744)",0,0,0,0,0,0
2026-07-25T22:18:27.583493,69.15,90.6,85.0,86.0,605.2647003002959,1747.9088868701638,14,6,72,218,321180160,46228992,"('svchost.exe', 0.9)","('msedge.exe', 0.8990910464504462)",0,3,0,0,1,0
2026-07-25T22:19:27.235173,41.04,52.2,85.44000000000001,85.7,3181.601697625741,43124.553395561124,12,6,81,211,73368064,22592000,"('ctfmon.exe', 0.8)","('msedge.exe', 0.8990910464504462)",0,7,0,0,2,0
2026-07-25T22:20:38.080237,32.05,34.4,84.83333333333333,85.0,1009.6225440161825,2345.3605558347213,14,7,86,211,8526336,16967168,"('python.exe', 0.5)","('msedge.exe', 0.8988481276547987)",0,1,0,0,1,0
2026-07-25T22:21:49.440802,32.266666666666666,35.4,84.06666666666666,84.5,359.15605579136655,1388.0753164126018,11,7,72,211,3864064,20293120,"('explorer.exe', 0.3)","('msedge.exe', 0.8988481276547987)",0,0,0,0,0,0
2026-07-25T22:23:00.413787,31.8,35.7,83.61666666666666,83.8,258.7119048717781,1128.4494224128314,8,7,69,210,1253376,13902336,"('svchost.exe', 0.3)","('msedge.exe', 0.8988481276547987)",0,0,0,0,0,0
2026-07-25T22:24:11.424426,33.13333333333333,38.6,82.66666666666667,83.7,1879.5035802087477,2275.9928855965195,10,7,68,210,8784896,18038272,"('csrss.exe', 0.4)","('msedge.exe', 0.8987995438956693)",0,0,0,0,0,0
2026-07-25T22:25:22.467358,30.933333333333334,33.3,81.93333333333334,82.1,192.0851804486364,1278.5331815454658,6,6,67,209,770048,13689344,"('csrss.exe', 0.1)","('msedge.exe', 0.8987509601365398)",0,0,0,0,0,0
2026-07-25T22:26:33.629237,32.11666666666667,35.8,81.93333333333334,82.0,300.9789495924545,1759.9177631562955,6,6,68,209,16227840,19522560,"('csrss.exe', 0.1)","('msedge.exe', 0.8987023763774104)",0,0,0,0,0,0
2026-07-25T22:27:44.742213,32.81666666666667,38.3,82.41666666666667,82.5,196.12826815018298,1065.8640893707686,6,6,68,208,920576,12551680,"('conhost.exe', 0.1)","('msedge.exe', 0.8986537926182808)",0,1,0,0,1,0
2026-07-25T22:28:56.142724,31.616666666666664,32.8,82.43333333333334,82.5,178.3403610162701,1031.378430776331,6,6,66,211,14480896,14134272,"('csrss.exe', 0.4)","('msedge.exe', 0.8987509601365398)",0,0,0,0,0,0
2026-07-25T22:30:07.224835,30.866666666666664,33.8,82.51666666666667,82.6,183.80613862685982,842.8287661953877,4,5,65,210,9560064,12214784,"('dwm.exe', 0.3)","('msedge.exe', 0.8987509601365398)",0,0,0,0,0,0
2026-07-25T22:31:19.209664,33.15,41.5,82.7,84.2,3009.0082243612965,7106.647366103082,13,5,93,212,14018048,15783936,"('pycharm64.exe', 2.8)","('msedge.exe', 1.2116303689304917)",0,2,0,0,1,0
2026-07-25T22:32:19.350138,42.68,49.9,85.22,85.6,17789.993516000508,46244.02115315728,25,5,102,213,343655936,41104384,"('dwm.exe', 1.3)","('StartMenuExperienceHost.exe', 1.3824994497889278)",0,1,0,0,1,0
2026-07-25T22:33:30.991578,32.916666666666664,35.8,85.26666666666667,86.0,1722.2325127610372,2599.966100824206,25,5,93,213,111233536,15329280,"('app.exe', 0.3)","('StartMenuExperienceHost.exe', 1.3820136121976327)",0,0,0,0,0,0
2026-07-25T22:34:42.001157,31.266666666666666,33.0,85.06666666666666,85.2,1115.5699008932727,5459.605090635027,18,5,92,212,3122176,15565824,"('msedge.exe', 0.1)","('StartMenuExperienceHost.exe', 1.3812848558106905)",0,0,0,0,0,0
2026-07-25T22:35:53.014468,31.166666666666668,34.5,84.98333333333333,85.2,427.8640099373056,1625.829316133255,17,6,90,210,9474048,11841024,"('svchost.exe', 0.1)","('StartMenuExperienceHost.exe', 1.380847601978525)",0,0,0,0,0,0
2026-07-25T22:37:04.296339,32.06666666666667,34.6,84.61666666666666,84.9,592.3990606394368,1780.8824869914968,16,6,85,209,180224,33928704,"('MsMpEng.exe', 0.3)","('StartMenuExperienceHost.exe', 1.3799245105550646)",0,0,0,0,0,0
2026-07-25T22:38:15.284276,32.25,35.0,84.66666666666667,84.7,300.8242211187373,1390.14895987138,14,5,82,208,720896,16989184,"('msedge.exe', 0.3)","('StartMenuExperienceHost.exe', 1.3786127490585682)",0,0,0,0,0,0
2026-07-25T22:39:26.369533,31.583333333333332,34.6,84.23333333333333,84.9,289.13016656048995,1648.1757370100513,13,5,81,208,37897728,11094528,"('python.exe', 0.3)","('StartMenuExperienceHost.exe', 1.3786127490585682)",0,0,0,0,0,0
2026-07-25T22:40:37.384313,30.766666666666666,32.1,83.85000000000001,83.9,446.8639000453336,1582.3651786067685,13,5,81,208,1761280,10883072,"('svchost.exe', 0.1)","('StartMenuExperienceHost.exe', 1.3775439063577193)",0,0,0,0,0,0
2026-07-25T22:41:48.530818,31.733333333333334,36.4,84.01666666666667,84.2,933.0626479855986,1550.9599641212126,14,5,73,207,659456,11943936,"('Registry', 0.1)","('StartMenuExperienceHost.exe', 1.3775439063577193)",0,0,0,0,0,0
2026-07-25T22:42:59.607218,31.766666666666666,32.8,83.76666666666667,83.8,152.07227327018214,813.2347264853597,10,5,73,208,262144,13758976,"('dwm.exe', 0.1)","('StartMenuExperienceHost.exe', 1.3775439063577193)",0,1,0,0,1,0
